,x_eye,y_eye,pupil_radius,iris_radius,file_name
9069,67,30,4.0,16.0,m03_3902_0.5890_-0.0000
9070,44,41,2.0,11.0,m03_3907_0.3927_0.7854
9071,49,39,2.0,13.0,m03_3908_0.3927_0.5890
9072,54,37,4.0,14.0,m03_3909_0.3927_0.3927
9073,48,46,4.0,15.0,m03_390_-0.5890_0.3927
9074,61,36,4.0,16.0,m03_3910_0.3927_0.1963
9075,67,36,3.0,15.0,m03_3911_0.3927_-0.0000
9076,74,36,5.0,16.0,m03_3912_0.3927_-0.1963
9077,44,45,2.0,11.0,m03_3916_0.1963_0.7854
9078,49,44,3.0,13.0,m03_3917_0.1963_0.5890
9079,54,43,4.0,14.0,m03_3918_0.1963_0.3927
9080,61,43,4.0,15.0,m03_3919_0.1963_0.1963
9081,54,48,4.0,16.0,m03_391_-0.5890_0.1963
9082,68,42,5.0,17.0,m03_3920_0.1963_-0.0000
9083,74,42,5.0,15.0,m03_3921_0.1963_-0.1963
9084,44,50,1.0,11.0,m03_3925_-0.0000_0.7854
9085,49,50,3.0,13.0,m03_3926_-0.0000_0.5890
9086,54,49,2.0,14.0,m03_3927_-0.0000_0.3927
9087,61,49,3.0,15.0,m03_3928_-0.0000_0.1963
9088,67,49,4.0,15.0,m03_3929_-0.0000_-0.0000
9089,44,55,2.0,11.0,m03_3934_-0.1963_0.7854
9090,53,30,4.0,15.0,m03_42_-0.0000_-0.1963
9091,60,30,5.0,15.0,m03_43_-0.0000_-0.3927
9092,51,29,3.0,14.0,m03_444_-0.0000_0.3927
9093,57,29,3.0,15.0,m03_445_-0.0000_0.1963
9094,64,29,5.0,16.0,m03_446_-0.0000_-0.0000
9095,71,29,5.0,15.0,m03_447_-0.0000_-0.1963
9096,66,30,5.0,13.0,m03_44_-0.0000_-0.5890
9097,45,34,3.0,13.0,m03_452_-0.1963_0.5890
9098,51,35,4.0,14.0,m03_453_-0.1963_0.3927
9099,57,36,4.0,15.0,m03_454_-0.1963_0.1963
9100,64,36,4.0,16.0,m03_455_-0.1963_-0.0000
9101,71,36,5.0,15.0,m03_456_-0.1963_-0.1963
9102,71,29,5.0,11.0,m03_45_-0.0000_-0.7854
9103,45,40,3.0,13.0,m03_461_-0.3927_0.5890
9104,51,41,4.0,14.0,m03_462_-0.3927_0.3927
9105,57,42,4.0,15.0,m03_463_-0.3927_0.1963
9106,64,42,4.0,16.0,m03_464_-0.3927_-0.0000
9107,71,42,6.0,15.0,m03_465_-0.3927_-0.1963
9108,45,44,3.0,13.0,m03_470_-0.5890_0.5890
9109,57,48,3.0,15.0,m03_472_-0.5890_0.1963
9110,71,48,5.0,16.0,m03_474_-0.5890_-0.1963
9111,47,37,5.0,16.0,m03_50_-0.1963_-0.0000
9112,54,37,6.0,17.0,m03_51_-0.1963_-0.1963
9113,44,29,2.0,11.0,m03_523_-0.0000_0.7854
9114,48,29,2.0,12.0,m03_524_-0.0000_0.5890
9115,54,29,3.0,14.0,m03_525_-0.0000_0.3927
9116,61,29,4.0,15.0,m03_526_-0.0000_0.1963
9117,68,30,6.0,16.0,m03_527_-0.0000_-0.0000
9118,60,36,5.0,14.0,m03_52_-0.1963_-0.3927
9119,44,34,2.0,11.0,m03_532_-0.1963_0.7854
9120,49,35,3.0,13.0,m03_533_-0.1963_0.5890
9121,54,35,2.0,14.0,m03_534_-0.1963_0.3927
9122,61,36,3.0,16.0,m03_535_-0.1963_0.1963
9123,68,36,5.0,16.0,m03_536_-0.1963_-0.0000
9124,66,35,4.0,13.0,m03_53_-0.1963_-0.5890
9125,44,38,2.0,11.0,m03_541_-0.3927_0.7854
9126,49,40,3.0,13.0,m03_542_-0.3927_0.5890
9127,54,42,3.0,13.0,m03_543_-0.3927_0.3927
9128,61,42,4.0,15.0,m03_544_-0.3927_0.1963
9129,68,43,4.0,16.0,m03_545_-0.3927_-0.0000
9130,74,43,5.0,15.0,m03_546_-0.3927_-0.1963
9131,70,34,4.0,10.0,m03_54_-0.1963_-0.7854
9132,43,42,1.0,10.0,m03_550_-0.5890_0.7854
9133,49,45,3.0,13.0,m03_551_-0.5890_0.5890
9134,54,47,3.0,14.0,m03_552_-0.5890_0.3927
9135,61,48,4.0,16.0,m03_553_-0.5890_0.1963
9136,68,49,4.0,16.0,m03_554_-0.5890_-0.0000
9137,44,45,2.0,11.0,m03_559_-0.7854_0.7854
9138,47,43,4.0,16.0,m03_59_-0.3927_-0.0000
9139,53,26,5.0,15.0,m03_600_0.1963_-0.1963
9140,60,27,5.0,14.0,m03_601_0.1963_-0.3927
9141,66,27,5.0,12.0,m03_602_0.1963_-0.5890
9142,71,28,5.0,10.0,m03_603_0.1963_-0.7854
9143,47,33,3.0,16.0,m03_608_-0.0000_-0.0000
9144,54,33,6.0,15.0,m03_609_-0.0000_-0.1963
9145,54,43,5.0,15.0,m03_60_-0.3927_-0.1963
9146,60,33,5.0,14.0,m03_610_-0.0000_-0.3927
9147,66,33,5.0,13.0,m03_611_-0.0000_-0.5890
9148,71,33,4.0,11.0,m03_612_-0.0000_-0.7854
9149,40,40,4.0,15.0,m03_616_-0.1963_0.1963
9150,47,40,5.0,16.0,m03_617_-0.1963_-0.0000
9151,54,40,5.0,16.0,m03_618_-0.1963_-0.1963
9152,60,39,5.0,14.0,m03_619_-0.1963_-0.3927
9153,60,42,5.0,14.0,m03_61_-0.3927_-0.3927
9154,66,39,4.0,12.0,m03_620_-0.1963_-0.5890
9155,70,37,4.0,10.0,m03_621_-0.1963_-0.7854
9156,40,46,4.0,15.0,m03_625_-0.3927_0.1963
9157,47,47,5.0,15.0,m03_626_-0.3927_-0.0000
9158,60,45,5.0,14.0,m03_628_-0.3927_-0.3927
9159,66,44,5.0,13.0,m03_629_-0.3927_-0.5890
9160,66,40,5.0,12.0,m03_62_-0.3927_-0.5890
9161,71,42,5.0,10.0,m03_630_-0.3927_-0.7854
9162,53,52,6.0,15.0,m03_636_-0.5890_-0.1963
9163,65,48,4.0,13.0,m03_638_-0.5890_-0.5890
9164,71,39,4.0,10.0,m03_63_-0.3927_-0.7854
9165,71,50,5.0,11.0,m03_648_-0.7854_-0.7854
9166,57,26,5.0,16.0,m03_681_0.1963_-0.1963
9167,63,26,4.0,14.0,m03_682_0.1963_-0.3927
9168,69,27,4.0,12.0,m03_683_0.1963_-0.5890
9169,43,33,4.0,16.0,m03_688_-0.0000_0.1963
9170,50,33,4.0,15.0,m03_689_-0.0000_-0.0000
9171,57,33,6.0,15.0,m03_690_-0.0000_-0.1963
9172,63,33,5.0,14.0,m03_691_-0.0000_-0.3927
9173,69,32,5.0,12.0,m03_692_-0.0000_-0.5890
9174,44,39,4.0,17.0,m03_697_-0.1963_0.1963
9175,50,40,5.0,15.0,m03_698_-0.1963_-0.0000
9176,57,40,5.0,14.0,m03_699_-0.1963_-0.1963
9177,63,39,5.0,14.0,m03_700_-0.1963_-0.3927
9178,69,38,4.0,12.0,m03_701_-0.1963_-0.5890
9179,43,46,4.0,16.0,m03_706_-0.3927_0.1963
9180,50,46,4.0,16.0,m03_707_-0.3927_-0.0000
9181,57,45,5.0,15.0,m03_708_-0.3927_-0.1963
9182,63,45,4.0,14.0,m03_709_-0.3927_-0.3927
9183,60,47,5.0,14.0,m03_70_-0.5890_-0.3927
9184,69,43,4.0,13.0,m03_710_-0.3927_-0.5890
9185,69,48,5.0,12.0,m03_719_-0.5890_-0.5890
9186,66,45,5.0,12.0,m03_71_-0.5890_-0.5890
9187,71,43,5.0,10.0,m03_72_-0.5890_-0.7854
9188,54,26,5.0,17.0,m03_761_0.1963_-0.0000
9189,60,26,4.0,15.0,m03_762_0.1963_-0.1963
9190,67,26,5.0,15.0,m03_763_0.1963_-0.3927
9191,73,27,5.0,12.0,m03_764_0.1963_-0.5890
9192,47,32,5.0,16.0,m03_769_-0.0000_0.1963
9193,54,32,5.0,16.0,m03_770_-0.0000_-0.0000
9194,60,32,5.0,15.0,m03_771_-0.0000_-0.1963
9195,67,32,6.0,15.0,m03_772_-0.0000_-0.3927
9196,72,32,4.0,12.0,m03_773_-0.0000_-0.5890
9197,40,39,2.0,15.0,m03_777_-0.1963_0.3927
9198,46,39,4.0,15.0,m03_778_-0.1963_0.1963
9199,54,39,5.0,16.0,m03_779_-0.1963_-0.0000
9200,60,39,4.0,15.0,m03_780_-0.1963_-0.1963
9201,67,38,5.0,14.0,m03_781_-0.1963_-0.3927
9202,72,38,5.0,13.0,m03_782_-0.1963_-0.5890
9203,40,45,3.0,14.0,m03_786_-0.3927_0.3927
9204,47,45,4.0,16.0,m03_787_-0.3927_0.1963
9205,53,45,4.0,16.0,m03_788_-0.3927_-0.0000
9206,60,45,5.0,15.0,m03_789_-0.3927_-0.1963
9207,67,45,5.0,15.0,m03_790_-0.3927_-0.3927
9208,73,43,5.0,13.0,m03_791_-0.3927_-0.5890
9209,40,50,3.0,15.0,m03_795_-0.5890_0.3927
9210,54,52,5.0,16.0,m03_797_-0.5890_-0.0000
9211,60,51,4.0,15.0,m03_798_-0.5890_-0.1963
9212,67,50,5.0,15.0,m03_799_-0.5890_-0.3927
9213,71,46,5.0,10.0,m03_81_-0.7854_-0.7854
9214,50,26,4.0,15.0,m03_841_0.1963_0.1963
9215,57,26,5.0,16.0,m03_842_0.1963_-0.0000
9216,64,26,5.0,16.0,m03_843_0.1963_-0.1963
9217,70,26,5.0,15.0,m03_844_0.1963_-0.3927
9218,44,32,3.0,15.0,m03_849_-0.0000_0.3927
9219,50,32,4.0,15.0,m03_850_-0.0000_0.1963
9220,57,32,4.0,16.0,m03_851_-0.0000_-0.0000
9221,64,32,5.0,15.0,m03_852_-0.0000_-0.1963
9222,70,32,5.0,14.0,m03_853_-0.0000_-0.3927
9223,44,38,3.0,15.0,m03_858_-0.1963_0.3927
9224,50,39,4.0,16.0,m03_859_-0.1963_0.1963
9225,57,39,4.0,16.0,m03_860_-0.1963_-0.0000
9226,64,39,5.0,16.0,m03_861_-0.1963_-0.1963
9227,70,38,5.0,13.0,m03_862_-0.1963_-0.3927
9228,44,44,3.0,15.0,m03_867_-0.3927_0.3927
9229,50,45,4.0,15.0,m03_868_-0.3927_0.1963
9230,57,46,4.0,15.0,m03_869_-0.3927_-0.0000
9231,64,45,5.0,15.0,m03_870_-0.3927_-0.1963
9232,70,44,5.0,14.0,m03_871_-0.3927_-0.3927
9233,50,51,3.0,15.0,m03_877_-0.5890_0.1963
9234,64,51,5.0,16.0,m03_879_-0.5890_-0.1963
9235,47,26,3.0,13.0,m03_921_0.1963_0.3927
9236,54,26,4.0,16.0,m03_922_0.1963_0.1963
9237,61,26,4.0,16.0,m03_923_0.1963_-0.0000
9238,67,26,4.0,15.0,m03_924_0.1963_-0.1963
9239,42,32,3.0,14.0,m03_929_-0.0000_0.5890
9240,47,32,3.0,14.0,m03_930_-0.0000_0.3927
9241,54,32,4.0,15.0,m03_931_-0.0000_0.1963
9242,60,32,4.0,15.0,m03_932_-0.0000_-0.0000
9243,67,33,5.0,16.0,m03_933_-0.0000_-0.1963
9244,74,32,5.0,14.0,m03_934_-0.0000_-0.3927
9245,41,38,2.0,12.0,m03_938_-0.1963_0.5890
9246,47,38,2.0,14.0,m03_939_-0.1963_0.3927
9247,54,39,4.0,15.0,m03_940_-0.1963_0.1963
9248,60,39,4.0,15.0,m03_941_-0.1963_-0.0000
9249,67,39,4.0,15.0,m03_942_-0.1963_-0.1963
9250,74,39,5.0,14.0,m03_943_-0.1963_-0.3927
9251,42,43,3.0,14.0,m03_947_-0.3927_0.5890
9252,47,44,3.0,14.0,m03_948_-0.3927_0.3927
9253,54,45,5.0,16.0,m03_949_-0.3927_0.1963
9254,67,45,5.0,15.0,m03_951_-0.3927_-0.1963
9255,74,44,6.0,15.0,m03_952_-0.3927_-0.3927
9256,54,51,4.0,15.0,m03_958_-0.5890_0.1963
9257,61,51,5.0,16.0,m03_959_-0.5890_-0.0000
9258,67,51,4.0,14.0,m03_960_-0.5890_-0.1963
9259,74,50,5.0,15.0,m03_961_-0.5890_-0.3927
9260,55,21,4.0,15.0,m04_1003_0.1963_0.1963
9261,48,28,3.0,15.0,m04_1011_-0.0000_0.3927
9262,55,28,5.0,17.0,m04_1012_-0.0000_0.1963
9263,62,28,5.0,16.0,m04_1013_-0.0000_-0.0000
9264,69,28,5.0,16.0,m04_1014_-0.0000_-0.1963
9265,48,34,3.0,15.0,m04_1020_-0.1963_0.3927
9266,55,35,3.0,16.0,m04_1021_-0.1963_0.1963
9267,62,35,5.0,16.0,m04_1022_-0.1963_-0.0000
9268,68,35,5.0,16.0,m04_1023_-0.1963_-0.1963
9269,42,39,2.0,13.0,m04_1028_-0.3927_0.5890
9270,48,41,4.0,14.0,m04_1029_-0.3927_0.3927
9271,55,41,5.0,16.0,m04_1030_-0.3927_0.1963
9272,62,42,6.0,17.0,m04_1031_-0.3927_-0.0000
9273,69,41,6.0,16.0,m04_1032_-0.3927_-0.1963
9274,42,44,2.0,13.0,m04_1037_-0.5890_0.5890
9275,48,46,3.0,14.0,m04_1038_-0.5890_0.3927
9276,55,47,4.0,15.0,m04_1039_-0.5890_0.1963
9277,46,28,2.0,12.0,m04_1091_-0.0000_0.5890
9278,53,28,4.0,15.0,m04_1092_-0.0000_0.3927
9279,59,28,4.0,16.0,m04_1093_-0.0000_0.1963
9280,66,28,6.0,16.0,m04_1094_-0.0000_-0.0000
9281,47,34,2.0,14.0,m04_1100_-0.1963_0.5890
9282,59,35,4.0,16.0,m04_1102_-0.1963_0.1963
9283,66,35,4.0,16.0,m04_1103_-0.1963_-0.0000
9284,73,35,5.0,16.0,m04_1104_-0.1963_-0.1963
9285,41,37,0.0,11.0,m04_1108_-0.3927_0.7854
9286,46,39,2.0,12.0,m04_1109_-0.3927_0.5890
9287,53,41,4.0,15.0,m04_1110_-0.3927_0.3927
9288,59,41,5.0,16.0,m04_1111_-0.3927_0.1963
9289,66,42,6.0,17.0,m04_1112_-0.3927_-0.0000
9290,73,42,5.0,15.0,m04_1113_-0.3927_-0.1963
9291,59,47,5.0,16.0,m04_1120_-0.5890_0.1963
9292,60,22,5.0,12.0,m04_1160_0.3927_-0.5890
9293,65,23,4.0,10.0,m04_1161_0.3927_-0.7854
9294,48,26,5.0,15.0,m04_1167_0.1963_-0.1963
9295,54,27,5.0,15.0,m04_1168_0.1963_-0.3927
9296,60,27,5.0,12.0,m04_1169_0.1963_-0.5890
9297,65,28,4.0,10.0,m04_1170_0.1963_-0.7854
9298,41,33,4.0,16.0,m04_1175_-0.0000_-0.0000
9299,48,33,5.0,15.0,m04_1176_-0.0000_-0.1963
9300,55,33,5.0,14.0,m04_1177_-0.0000_-0.3927
9301,65,33,4.0,10.0,m04_1179_-0.0000_-0.7854
9302,48,40,4.0,15.0,m04_1185_-0.1963_-0.1963
9303,54,39,4.0,14.0,m04_1186_-0.1963_-0.3927
9304,60,39,5.0,12.0,m04_1187_-0.1963_-0.5890
9305,65,38,4.0,9.0,m04_1188_-0.1963_-0.7854
9306,54,46,4.0,13.0,m04_1195_-0.3927_-0.3927
9307,60,44,4.0,12.0,m04_1196_-0.3927_-0.5890
9308,65,42,4.0,10.0,m04_1197_-0.3927_-0.7854
9309,54,51,6.0,14.0,m04_1204_-0.5890_-0.3927
9310,60,49,5.0,13.0,m04_1205_-0.5890_-0.5890
9311,65,46,5.0,10.0,m04_1206_-0.5890_-0.7854
9312,64,21,5.0,12.0,m04_1241_0.3927_-0.5890
9313,45,26,4.0,16.0,m04_1247_0.1963_-0.0000
9314,52,26,6.0,16.0,m04_1248_0.1963_-0.1963
9315,58,26,5.0,14.0,m04_1249_0.1963_-0.3927
9316,58,25,5.0,14.0,m04_124_-0.0000_-0.3927
9317,64,27,5.0,12.0,m04_1250_0.1963_-0.5890
9318,45,33,4.0,16.0,m04_1256_-0.0000_-0.0000
9319,52,33,6.0,15.0,m04_1257_-0.0000_-0.1963
9320,58,33,5.0,14.0,m04_1258_-0.0000_-0.3927
9321,64,33,5.0,12.0,m04_1259_-0.0000_-0.5890
9322,64,25,6.0,12.0,m04_125_-0.0000_-0.5890
9323,45,40,5.0,17.0,m04_1265_-0.1963_-0.0000
9324,52,40,6.0,16.0,m04_1266_-0.1963_-0.1963
9325,58,39,4.0,14.0,m04_1267_-0.1963_-0.3927
9326,64,38,5.0,13.0,m04_1268_-0.1963_-0.5890
9327,38,46,4.0,16.0,m04_1273_-0.3927_0.1963
9328,52,46,5.0,16.0,m04_1275_-0.3927_-0.1963
9329,58,45,6.0,14.0,m04_1276_-0.3927_-0.3927
9330,64,44,5.0,12.0,m04_1277_-0.3927_-0.5890
9331,64,49,5.0,12.0,m04_1286_-0.5890_-0.5890
9332,49,26,5.0,17.0,m04_1328_0.1963_-0.0000
9333,56,26,5.0,16.0,m04_1329_0.1963_-0.1963
9334,52,32,5.0,16.0,m04_132_-0.1963_-0.1963
9335,62,26,5.0,15.0,m04_1330_0.1963_-0.3927
9336,68,27,5.0,13.0,m04_1331_0.1963_-0.5890
9337,42,33,4.0,16.0,m04_1336_-0.0000_0.1963
9338,49,33,5.0,16.0,m04_1337_-0.0000_-0.0000
9339,56,33,4.0,17.0,m04_1338_-0.0000_-0.1963
9340,62,33,5.0,14.0,m04_1339_-0.0000_-0.3927
9341,58,32,5.0,13.0,m04_133_-0.1963_-0.3927
9342,68,32,4.0,12.0,m04_1340_-0.0000_-0.5890
9343,35,39,4.0,15.0,m04_1344_-0.1963_0.3927
9344,42,39,5.0,16.0,m04_1345_-0.1963_0.1963
9345,49,40,4.0,16.0,m04_1346_-0.1963_-0.0000
9346,56,39,5.0,16.0,m04_1347_-0.1963_-0.1963
9347,62,39,3.0,15.0,m04_1348_-0.1963_-0.3927
9348,68,38,5.0,12.0,m04_1349_-0.1963_-0.5890
9349,35,45,2.0,15.0,m04_1353_-0.3927_0.3927
9350,42,46,5.0,17.0,m04_1354_-0.3927_0.1963
9351,49,46,5.0,17.0,m04_1355_-0.3927_-0.0000
9352,56,46,6.0,16.0,m04_1356_-0.3927_-0.1963
9353,68,44,6.0,13.0,m04_1358_-0.3927_-0.5890
9354,62,51,4.0,14.0,m04_1366_-0.5890_-0.3927
9355,68,48,5.0,13.0,m04_1367_-0.5890_-0.5890
9356,38,39,4.0,16.0,m04_139_-0.3927_0.1963
9357,46,26,4.0,16.0,m04_1408_0.1963_0.1963
9358,53,25,4.0,16.0,m04_1409_0.1963_-0.0000
9359,45,39,6.0,17.0,m04_140_-0.3927_-0.0000
9360,60,26,5.0,15.0,m04_1410_0.1963_-0.1963
9361,66,26,5.0,14.0,m04_1411_0.1963_-0.3927
9362,46,32,4.0,16.0,m04_1417_-0.0000_0.1963
9363,53,32,6.0,17.0,m04_1418_-0.0000_-0.0000
9364,60,32,5.0,16.0,m04_1419_-0.0000_-0.1963
9365,66,32,5.0,14.0,m04_1420_-0.0000_-0.3927
9366,39,39,3.0,14.0,m04_1425_-0.1963_0.3927
9367,46,39,3.0,15.0,m04_1426_-0.1963_0.1963
9368,59,39,4.0,16.0,m04_1428_-0.1963_-0.1963
9369,66,39,5.0,14.0,m04_1429_-0.1963_-0.3927
9370,58,38,5.0,14.0,m04_142_-0.3927_-0.3927
9371,39,45,3.0,15.0,m04_1434_-0.3927_0.3927
9372,53,46,5.0,16.0,m04_1436_-0.3927_-0.0000
9373,66,45,4.0,15.0,m04_1438_-0.3927_-0.3927
9374,64,36,5.0,12.0,m04_143_-0.3927_-0.5890
9375,39,50,3.0,15.0,m04_1443_-0.5890_0.3927
9376,44,26,4.0,15.0,m04_1488_0.1963_0.3927
9377,50,26,4.0,15.0,m04_1489_0.1963_0.1963
9378,57,26,4.0,17.0,m04_1490_0.1963_-0.0000
9379,64,26,5.0,16.0,m04_1491_0.1963_-0.1963
9380,71,26,5.0,15.0,m04_1492_0.1963_-0.3927
9381,44,32,4.0,15.0,m04_1497_-0.0000_0.3927
9382,50,32,3.0,15.0,m04_1498_-0.0000_0.1963
9383,57,32,4.0,15.0,m04_1499_-0.0000_-0.0000
9384,45,45,5.0,16.0,m04_149_-0.5890_-0.0000
9385,64,32,5.0,16.0,m04_1500_-0.0000_-0.1963
9386,71,32,5.0,15.0,m04_1501_-0.0000_-0.3927
9387,38,38,3.0,14.0,m04_1505_-0.1963_0.5890
9388,44,38,4.0,16.0,m04_1506_-0.1963_0.3927
9389,50,39,3.0,16.0,m04_1507_-0.1963_0.1963
9390,57,39,3.0,16.0,m04_1508_-0.1963_-0.0000
9391,64,39,4.0,16.0,m04_1509_-0.1963_-0.1963
9392,71,39,6.0,16.0,m04_1510_-0.1963_-0.3927
9393,38,43,3.0,14.0,m04_1514_-0.3927_0.5890
9394,50,46,4.0,15.0,m04_1516_-0.3927_0.1963
9395,57,46,5.0,16.0,m04_1517_-0.3927_-0.0000
9396,64,45,5.0,16.0,m04_1518_-0.3927_-0.1963
9397,71,45,5.0,15.0,m04_1519_-0.3927_-0.3927
9398,58,43,5.0,15.0,m04_151_-0.5890_-0.3927
9399,42,26,3.0,13.0,m04_1568_0.1963_0.5890
9400,48,26,4.0,15.0,m04_1569_0.1963_0.3927
9401,55,25,4.0,15.0,m04_1570_0.1963_0.1963
9402,62,25,5.0,16.0,m04_1571_0.1963_-0.0000
9403,68,26,3.0,16.0,m04_1572_0.1963_-0.1963
9404,42,32,1.0,13.0,m04_1577_-0.0000_0.5890
9405,55,32,5.0,17.0,m04_1579_-0.0000_0.1963
9406,62,32,5.0,16.0,m04_1580_-0.0000_-0.0000
9407,68,33,5.0,16.0,m04_1581_-0.0000_-0.1963
9408,42,38,2.0,13.0,m04_1586_-0.1963_0.5890
9409,48,38,4.0,15.0,m04_1587_-0.1963_0.3927
9410,55,39,4.0,17.0,m04_1588_-0.1963_0.1963
9411,61,39,4.0,16.0,m04_1589_-0.1963_-0.0000
9412,69,39,5.0,16.0,m04_1590_-0.1963_-0.1963
9413,43,43,3.0,14.0,m04_1595_-0.3927_0.5890
9414,48,45,3.0,14.0,m04_1596_-0.3927_0.3927
9415,55,45,5.0,16.0,m04_1597_-0.3927_0.1963
9416,68,46,4.0,15.0,m04_1599_-0.3927_-0.1963
9417,41,27,2.0,11.0,m04_1648_0.1963_0.7854
9418,47,26,3.0,14.0,m04_1649_0.1963_0.5890
9419,53,26,5.0,15.0,m04_1650_0.1963_0.3927
9420,59,26,4.0,15.0,m04_1651_0.1963_0.1963
9421,66,26,5.0,16.0,m04_1652_0.1963_-0.0000
9422,42,32,2.0,12.0,m04_1657_-0.0000_0.7854
9423,47,32,3.0,14.0,m04_1658_-0.0000_0.5890
9424,52,32,3.0,14.0,m04_1659_-0.0000_0.3927
9425,59,32,4.0,15.0,m04_1660_-0.0000_0.1963
9426,66,33,5.0,16.0,m04_1661_-0.0000_-0.0000
9427,73,33,5.0,16.0,m04_1662_-0.0000_-0.1963
9428,41,37,1.0,10.0,m04_1666_-0.1963_0.7854
9429,52,39,3.0,15.0,m04_1668_-0.1963_0.3927
9430,59,39,5.0,15.0,m04_1669_-0.1963_0.1963
9431,66,39,5.0,16.0,m04_1670_-0.1963_-0.0000
9432,73,39,5.0,16.0,m04_1671_-0.1963_-0.1963
9433,41,42,1.0,11.0,m04_1675_-0.3927_0.7854
9434,46,44,2.0,12.0,m04_1676_-0.3927_0.5890
9435,59,46,3.0,16.0,m04_1678_-0.3927_0.1963
9436,66,46,5.0,16.0,m04_1679_-0.3927_-0.0000
9437,65,23,5.0,10.0,m04_1719_0.5890_-0.7854
9438,48,23,4.0,15.0,m04_1725_0.3927_-0.1963
9439,54,24,5.0,14.0,m04_1726_0.3927_-0.3927
9440,60,25,5.0,13.0,m04_1727_0.3927_-0.5890
9441,65,27,5.0,11.0,m04_1728_0.3927_-0.7854
9442,48,30,6.0,15.0,m04_1734_0.1963_-0.1963
9443,54,30,5.0,14.0,m04_1735_0.1963_-0.3927
9444,60,31,5.0,12.0,m04_1736_0.1963_-0.5890
9445,65,32,4.0,10.0,m04_1737_0.1963_-0.7854
9446,41,37,4.0,16.0,m04_1742_-0.0000_-0.0000
9447,48,37,5.0,15.0,m04_1743_-0.0000_-0.1963
9448,55,37,6.0,14.0,m04_1744_-0.0000_-0.3927
9449,60,37,4.0,12.0,m04_1745_-0.0000_-0.5890
9450,65,37,4.0,10.0,m04_1746_-0.0000_-0.7854
9451,41,44,4.0,16.0,m04_1751_-0.1963_-0.0000
9452,54,43,4.0,13.0,m04_1753_-0.1963_-0.3927
9453,60,43,4.0,12.0,m04_1754_-0.1963_-0.5890
9454,65,41,4.0,10.0,m04_1755_-0.1963_-0.7854
9455,41,50,5.0,16.0,m04_1760_-0.3927_-0.0000
9456,54,49,5.0,14.0,m04_1762_-0.3927_-0.3927
9457,65,46,4.0,10.0,m04_1764_-0.3927_-0.7854
9458,65,50,5.0,11.0,m04_1773_-0.5890_-0.7854
9459,51,24,4.0,16.0,m04_1806_0.3927_-0.1963
9460,58,24,5.0,15.0,m04_1807_0.3927_-0.3927
9461,64,25,6.0,13.0,m04_1808_0.3927_-0.5890
9462,45,30,5.0,17.0,m04_1814_0.1963_-0.0000
9463,52,30,5.0,15.0,m04_1815_0.1963_-0.1963
9464,58,30,5.0,14.0,m04_1816_0.1963_-0.3927
9465,64,31,3.0,12.0,m04_1817_0.1963_-0.5890
9466,38,37,4.0,16.0,m04_1822_-0.0000_0.1963
9467,45,37,5.0,17.0,m04_1823_-0.0000_-0.0000
9468,52,37,5.0,16.0,m04_1824_-0.0000_-0.1963
9469,58,37,5.0,14.0,m04_1825_-0.0000_-0.3927
9470,64,37,4.0,12.0,m04_1826_-0.0000_-0.5890
9471,45,44,5.0,16.0,m04_1832_-0.1963_-0.0000
9472,52,44,7.0,16.0,m04_1833_-0.1963_-0.1963
9473,58,43,5.0,13.0,m04_1834_-0.1963_-0.3927
9474,64,42,5.0,12.0,m04_1835_-0.1963_-0.5890
9475,38,50,6.0,16.0,m04_1840_-0.3927_0.1963
9476,64,48,5.0,12.0,m04_1844_-0.3927_-0.5890
9477,49,23,5.0,16.0,m04_1886_0.3927_-0.0000
9478,56,23,5.0,16.0,m04_1887_0.3927_-0.1963
9479,62,24,5.0,14.0,m04_1888_0.3927_-0.3927
9480,68,25,5.0,13.0,m04_1889_0.3927_-0.5890
9481,42,30,4.0,16.0,m04_1894_0.1963_0.1963
9482,49,30,5.0,17.0,m04_1895_0.1963_-0.0000
9483,56,30,6.0,16.0,m04_1896_0.1963_-0.1963
9484,62,30,5.0,14.0,m04_1897_0.1963_-0.3927
9485,68,31,5.0,13.0,m04_1898_0.1963_-0.5890
9486,35,37,4.0,15.0,m04_1902_-0.0000_0.3927
9487,42,37,4.0,16.0,m04_1903_-0.0000_0.1963
9488,49,37,5.0,16.0,m04_1904_-0.0000_-0.0000
9489,56,37,6.0,15.0,m04_1905_-0.0000_-0.1963
9490,62,37,5.0,14.0,m04_1906_-0.0000_-0.3927
9491,68,37,4.0,13.0,m04_1907_-0.0000_-0.5890
9492,35,43,4.0,15.0,m04_1911_-0.1963_0.3927
9493,49,44,5.0,16.0,m04_1913_-0.1963_-0.0000
9494,56,44,5.0,16.0,m04_1914_-0.1963_-0.1963
9495,62,43,5.0,15.0,m04_1915_-0.1963_-0.3927
9496,68,42,5.0,13.0,m04_1916_-0.1963_-0.5890
9497,42,50,4.0,16.0,m04_1921_-0.3927_0.1963
9498,49,50,6.0,16.0,m04_1922_-0.3927_-0.0000
9499,55,50,5.0,16.0,m04_1923_-0.3927_-0.1963
9500,62,49,5.0,15.0,m04_1924_-0.3927_-0.3927
9501,68,48,4.0,13.0,m04_1925_-0.3927_-0.5890
9502,46,23,5.0,15.0,m04_1966_0.3927_0.1963
9503,53,23,5.0,16.0,m04_1967_0.3927_-0.0000
9504,60,24,4.0,16.0,m04_1968_0.3927_-0.1963
